1.0000e-01  -1.683249e+00  -3.133567e-01  
2.0000e-01  -1.455201e+00  -5.252233e-01  
3.0000e-01  -1.265369e+00  -6.835859e-01  
4.0000e-01  -1.095235e+00  -8.070441e-01  
5.0000e-01  -9.365076e-01  -9.045453e-01  
6.0000e-01  -7.850933e-01  -9.810035e-01  
7.0000e-01  -6.389111e-01  -1.039384e+00  
8.0000e-01  -4.969562e-01  -1.081621e+00  
9.0000e-01  -3.588462e-01  -1.109068e+00  
1.0000e+00  -2.245794e-01  -1.122743e+00  
1.1000e+00  -9.439571e-02  -1.123473e+00  
1.2000e+00   3.130900e-02  -1.111974e+00  
1.3000e+00   1.520389e-01  -1.088913e+00  
1.4000e+00   2.672374e-01  -1.054938e+00  
1.5000e+00   3.763154e-01  -1.010704e+00  
1.6000e+00   4.786732e-01  -9.568873e-01  
1.7000e+00   5.737187e-01  -8.941961e-01  
1.8000e+00   6.608810e-01  -8.233758e-01  
1.9000e+00   7.396236e-01  -7.452117e-01  
2.0000e+00   8.094546e-01  -6.605291e-01  
2.1000e+00   8.699359e-01  -5.701921e-01  
2.2000e+00   9.206914e-01  -4.750998e-01  
2.3000e+00   9.614138e-01  -3.761823e-01  
2.4000e+00   9.918704e-01  -2.743951e-01  
2.5000e+00   1.011908e+00  -1.707128e-01  
2.6000e+00   1.021456e+00  -6.612169e-02  
2.7000e+00   1.020530e+00   3.838751e-02  
2.8000e+00   1.009234e+00   1.418278e-01  
2.9000e+00   9.877604e-01   2.432242e-01  
3.0000e+00   9.563879e-01   3.416224e-01  
3.1000e+00   9.154839e-01   4.360969e-01  
3.2000e+00   8.654995e-01   5.257599e-01  
3.3000e+00   8.069677e-01   6.097689e-01  
3.4000e+00   7.404983e-01   6.873355e-01  
3.5000e+00   6.667736e-01   7.577322e-01  
3.6000e+00   5.865424e-01   8.202996e-01  
3.7000e+00   5.006133e-01   8.744532e-01  
3.8000e+00   4.098476e-01   9.196889e-01  
3.9000e+00   3.151515e-01   9.555879e-01  
4.0000e+00   2.174674e-01   9.818214e-01  
4.1000e+00   1.177656e-01   9.981538e-01  
4.2000e+00   1.703464e-02   1.004445e+00  
4.3000e+00  -8.372794e-02   1.000652e+00  
4.4000e+00  -1.835251e-01   9.868308e-01  
4.5000e+00  -2.813700e-01   9.631334e-01  
4.6000e+00  -3.762955e-01   9.298092e-01  
4.7000e+00  -4.673638e-01   8.872011e-01  
4.8000e+00  -5.536753e-01   8.357431e-01  
4.9000e+00  -6.343778e-01   7.759555e-01  
5.0000e+00  -7.086745e-01   7.084406e-01  
5.1000e+00  -7.758321e-01   6.338765e-01  
5.2000e+00  -8.351882e-01   5.530105e-01  
5.3000e+00  -8.861574e-01   4.666518e-01  
5.4000e+00  -9.282378e-01   3.756639e-01  
5.5000e+00  -9.610152e-01   2.809556e-01  
5.6000e+00  -9.841681e-01   1.834725e-01  
5.7000e+00  -9.974703e-01   8.418737e-02  
5.8000e+00  -1.000793e+00  -1.590937e-02  
5.9000e+00  -9.941080e-01  -1.158194e-01  
6.0000e+00  -9.774845e-01  -2.145464e-01  
6.1000e+00  -9.510918e-01  -3.111060e-01  
6.2000e+00  -9.151960e-01  -4.045356e-01  
6.3000e+00  -8.701576e-01  -4.939038e-01  
6.4000e+00  -8.164283e-01  -5.783197e-01  
6.5000e+00  -7.545462e-01  -6.569420e-01  
6.6000e+00  -6.851304e-01  -7.289871e-01  
6.7000e+00  -6.088752e-01  -7.937368e-01  
6.8000e+00  -5.265430e-01  -8.505460e-01  
6.9000e+00  -4.389565e-01  -8.988486e-01  
7.0000e+00  -3.469910e-01  -9.381634e-01  
7.1000e+00  -2.515654e-01  -9.680989e-01  
7.2000e+00  -1.536328e-01  -9.883572e-01  
7.3000e+00  -5.417147e-02  -9.987368e-01  
7.4000e+00   4.582506e-02  -9.991351e-01  
7.5000e+00   1.453581e-01  -9.895486e-01  
7.6000e+00   2.434335e-01  -9.700740e-01  
7.7000e+00   3.390719e-01  -9.409064e-01  
7.8000e+00   4.313180e-01  -9.023377e-01  
7.9000e+00   5.192506e-01  -8.547536e-01  
8.0000e+00   6.019916e-01  -7.986298e-01  
8.1000e+00   6.787146e-01  -7.345274e-01  
8.2000e+00   7.486535e-01  -6.630871e-01  
8.3000e+00   8.111098e-01  -5.850227e-01  
8.4000e+00   8.654598e-01  -5.011144e-01  
8.5000e+00   9.111608e-01  -4.122005e-01  
8.6000e+00   9.477565e-01  -3.191695e-01  
8.7000e+00   9.748815e-01  -2.229508e-01  
8.8000e+00   9.922649e-01  -1.245059e-01  
8.9000e+00   9.997333e-01  -2.481823e-02  
9.0000e+00   9.972123e-01   7.511617e-02  
9.1000e+00   9.847271e-01   1.742989e-01  
9.2000e+00   9.624028e-01   2.717390e-01  
9.3000e+00   9.304623e-01   3.664630e-01  
9.4000e+00   8.892251e-01   4.575246e-01  
9.5000e+00   8.391031e-01   5.440140e-01  
9.6000e+00   7.805973e-01   6.250671e-01  
9.7000e+00   7.142922e-01   6.998740e-01  
9.8000e+00   6.408504e-01   7.676876e-01  
9.9000e+00   5.610057e-01   8.278302e-01  
1.0000e+01   4.755560e-01   8.797010e-01  
1.0100e+01   3.853549e-01   9.227819e-01  
1.0200e+01   2.913038e-01   9.566423e-01  
1.0300e+01   1.943424e-01   9.809441e-01  
1.0400e+01   9.543941e-02   9.954445e-01  
1.0500e+01  -4.416876e-03   9.999985e-01  
1.0600e+01  -1.042288e-01   9.945609e-01  
1.0700e+01  -2.029990e-01   9.791859e-01  
1.0800e+01  -2.997408e-01   9.540271e-01  
1.0900e+01  -3.934874e-01   9.193360e-01  
1.1000e+01  -4.833023e-01   8.754593e-01  
1.1100e+01  -5.682880e-01   8.228352e-01  
1.1200e+01  -6.475954e-01   7.619897e-01  
1.1300e+01  -7.204321e-01   6.935307e-01  
1.1400e+01  -7.860705e-01   6.181423e-01  
1.1500e+01  -8.438545e-01   5.365776e-01  
1.1600e+01  -8.932070e-01   4.496517e-01  
1.1700e+01  -9.336348e-01   3.582330e-01  
1.1800e+01  -9.647340e-01   2.632351e-01  
1.1900e+01  -9.861938e-01   1.656071e-01  
1.2000e+01  -9.977999e-01   6.632446e-02  
1.2100e+01  -9.994363e-01  -3.362082e-02  
1.2200e+01  -9.910866e-01  -1.332301e-01  
1.2300e+01  -9.728343e-01  -2.315082e-01  
1.2400e+01  -9.448618e-01  -3.274731e-01  
1.2500e+01  -9.074485e-01  -4.201659e-01  
1.2600e+01  -8.609683e-01  -5.086605e-01  
1.2700e+01  -8.058856e-01  -5.920728e-01  
1.2800e+01  -7.427507e-01  -6.695692e-01  
1.2900e+01  -6.721946e-01  -7.403755e-01  
1.3000e+01  -5.949221e-01  -8.037841e-01  
1.3100e+01  -5.117054e-01  -8.591616e-01  
1.3200e+01  -4.233759e-01  -9.059547e-01  
1.3300e+01  -3.308161e-01  -9.436957e-01  
1.3400e+01  -2.349510e-01  -9.720076e-01  
1.3500e+01  -1.367383e-01  -9.906076e-01  
1.3600e+01  -3.715944e-02  -9.993097e-01  
1.3700e+01   6.279073e-02  -9.980270e-01  
1.3800e+01   1.621135e-01  -9.867724e-01  
1.3900e+01   2.598165e-01  -9.656582e-01  
1.4000e+01   3.549235e-01  -9.348956e-01  
1.4100e+01   4.464841e-01  -8.947917e-01  
1.4200e+01   5.335837e-01  -8.457474e-01  
1.4300e+01   6.153519e-01  -7.882527e-01  
1.4400e+01   6.909716e-01  -7.228820e-01  
1.4500e+01   7.596874e-01  -6.502886e-01  
1.4600e+01   8.208127e-01  -5.711976e-01  
1.4700e+01   8.737366e-01  -4.863995e-01  
1.4800e+01   9.179305e-01  -3.967414e-01  
